year,location,sqft,bedrooms,bathrooms,amenities,real_estate_type,crime_rates,area,Population,GDP (in crores),Fixed Deposit Interest Rate (% p.a.),Literacy Rate (%),Development Rate,HF,Area-wise Price,price
2009,Adajan,2535,1,2,1,House,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,271.41
2009,Katargam,1977,2,3,6,House,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,1375.62
2009,Pal,1097,2,2,3,Villa,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,1217.87
2009,Sarthana,1602,1,1,6,Apartment,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,588.8
2009,Dindoli,2727,4,3,7,Villa,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,2153.25
2009,Althan,2853,5,3,10,Villa,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,5149.55
2009,City Light,2243,3,3,10,Apartment,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,4481.58
2009,Katargam,2043,2,3,6,Villa,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,1378.64
2009,Piplod,1344,1,1,8,Apartment,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,947.77
2009,Sarthana,2399,2,1,4,Villa,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,658.29
2009,Athwa,1741,5,3,8,Apartment,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,5177.79
2009,Athwa,1593,4,1,5,Apartment,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,2240.54
2009,Sachin,2050,3,1,8,Apartment,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,1562.65
2009,Udhna,1650,3,1,2,House,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,458.38
2009,Athwa,645,1,1,7,Apartment,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,1045.65
2009,Althan,1608,4,1,5,Apartment,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,1776.24
2009,Althan,1039,2,2,10,House,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,2371.18
2009,Vesu,696,1,1,9,House,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,1824.2
2009,Piplod,2868,2,3,7,Villa,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,1947.46
2009,Bhestan,2359,3,3,6,Villa,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,1510.28
2009,Piplod,2071,5,3,5,Villa,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,2572.06
2009,Vesu,2477,2,3,2,Villa,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,950.68
2009,Katargam,2133,2,3,4,Apartment,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,915.6
2009,Ghod Dod Road,983,2,2,7,Apartment,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,2091.13
2009,Athwa,1055,3,1,9,House,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,3139.57
2009,Pal,725,5,1,7,Villa,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,5196.77
2009,Bhestan,1785,3,2,1,Villa,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,223.66
2009,Adajan,609,3,3,4,Villa,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,2429.75
2009,Vesu,1024,4,1,6,Villa,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,3648.22
2009,Vesu,2052,3,1,7,House,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,3312.74
2009,Dindoli,2833,3,1,7,Apartment,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,1367.47
2009,City Light,1123,1,2,6,Villa,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,1199.86
2009,Varachha,1949,5,2,9,Villa,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,4273.81
2009,Sarthana,1393,5,2,10,House,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,3925.58
2009,Pal,1410,5,3,3,Apartment,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,2629.03
2009,Pal,701,2,2,4,House,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,1619.51
2009,Althan,1546,1,3,9,House,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,1780.51
2009,Adajan,1107,5,3,3,Apartment,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,2628.9
2009,Athwa,1950,5,1,7,Villa,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,3843.35
2009,Althan,1640,3,3,2,Apartment,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,710.5
2009,Vesu,1072,4,3,4,Apartment,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,2966.02
2009,Vesu,2438,3,2,7,House,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,3786.45
2009,Althan,1330,2,1,1,Apartment,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,197.39
2009,Adajan,2145,1,3,6,House,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,2031.15
2009,Piplod,1563,3,1,3,Apartment,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,828.98
2009,Sachin,1905,2,2,9,Apartment,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,1506.88
2009,City Light,1741,2,3,2,House,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,698.22
2009,Ghod Dod Road,854,5,1,10,House,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,5478.68
2009,Pal,1394,5,3,4,Apartment,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,3505.37
2009,Katargam,1242,3,2,5,House,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,1308.9
2009,Varachha,2795,3,2,6,Apartment,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,1895.22
2009,Dindoli,2746,1,3,5,Villa,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,701.17
2009,Ghod Dod Road,2079,3,3,6,Villa,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,2697.59
2009,Sarthana,2205,1,1,6,Villa,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,594.65
2009,Sachin,788,3,1,3,Apartment,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,585.89
2009,Katargam,1725,4,1,10,House,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,2945.81
2009,Ghod Dod Road,1900,2,1,3,House,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,748.85
2009,Vesu,1219,3,1,4,Villa,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,1894.11
2009,Vesu,2108,3,2,5,Apartment,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,2697.34
2009,Vesu,1463,2,1,8,Villa,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,2712.7
2009,Piplod,1777,3,3,3,Apartment,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,1065.78
2009,Dindoli,1942,2,3,6,Villa,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,1174.84
2009,Adajan,1280,2,2,7,House,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,2837.07
2009,Dindoli,1974,4,1,1,Villa,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,251.61
2009,Udhna,1301,3,2,2,Villa,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,524.21
2009,Adajan,2149,5,1,4,House,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,2971.6
2009,Athwa,1202,2,2,9,Apartment,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,2688.74
2009,Athwa,729,1,2,3,Villa,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,599.01
2009,Udhna,918,4,3,2,Apartment,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,719.17
2009,Ghod Dod Road,2545,5,1,1,Villa,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,549.51
2009,City Light,891,2,2,1,Apartment,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,298.73
2009,Sachin,2379,1,1,8,Villa,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,674.72
2009,Udhna,860,1,2,7,House,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,916.63
2009,Althan,1584,1,3,2,House,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,395.7
2009,Pal,1096,5,3,10,Villa,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,8777.22
2009,Vesu,2177,5,2,4,Villa,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,3247.54
2009,Varachha,1044,1,2,9,Apartment,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,1421.19
2009,Sachin,1432,2,1,3,Apartment,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,418.56
2009,Athwa,1112,5,2,7,Villa,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,4187.23
2009,Pal,1191,5,3,2,House,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,1754.0
2009,Dindoli,867,1,1,9,Villa,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,755.34
2009,Pal,2035,5,1,8,Villa,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,5954.28
2009,Varachha,1226,3,3,4,Apartment,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,1420.88
2009,Athwa,2144,2,1,4,Apartment,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,996.19
2009,Varachha,517,5,1,9,Apartment,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,3906.81
2009,Udhna,1185,4,1,10,House,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,2944.52
2009,City Light,866,2,2,1,House,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,298.99
2009,Sarthana,2228,4,1,6,Villa,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,1771.4
2009,Vesu,2594,5,3,7,Villa,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,6159.18
2009,Ghod Dod Road,2073,1,2,1,House,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,199.91
2009,Althan,1904,3,3,3,Apartment,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,1065.8
2009,Katargam,2338,1,1,8,Apartment,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,785.34
2009,City Light,1148,5,3,5,Villa,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,3239.9
2009,Bhestan,2157,5,2,10,House,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,3350.53
2009,Sachin,1613,1,2,6,House,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,670.84
2009,Pal,1965,1,3,2,Villa,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,679.62
2009,City Light,660,1,1,8,Apartment,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,1195.03
2009,Athwa,870,3,1,10,Villa,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,3491.08
2009,Bhestan,2032,3,3,6,Apartment,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,1506.74
2009,Pal,1116,4,1,3,House,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,1822.09
2009,Sarthana,863,3,1,3,Villa,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,687.63
2009,Vesu,1005,1,1,7,Villa,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,1425.45
2009,Udhna,2854,4,1,2,House,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,589.7
2009,Sachin,2270,3,1,1,House,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,195.59
2009,Piplod,2542,3,3,7,Villa,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,2498.31
2009,Ghod Dod Road,991,3,1,1,Apartment,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,348.51
2009,City Light,1400,3,2,10,Villa,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,3992.95
2009,Bhestan,1285,5,3,1,Villa,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,363.01
2009,Piplod,1929,3,2,10,Apartment,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,3158.1
2009,Ghod Dod Road,2522,1,1,6,Apartment,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,897.14
2009,Bhestan,703,1,3,10,House,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,1395.79
2009,Varachha,1612,1,2,9,Villa,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,1430.62
2009,Ghod Dod Road,545,1,1,2,House,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,299.08
2009,Sachin,1947,2,2,5,House,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,838.23
2009,Athwa,1149,4,2,3,Villa,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,1495.96
2009,Sarthana,682,4,3,10,Villa,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,3598.66
2009,Piplod,1694,5,1,1,House,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,434.64
2009,Piplod,2980,2,2,7,Apartment,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,1658.75
2009,Katargam,1986,5,2,3,Apartment,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,1176.96
2009,Adajan,2738,3,2,10,House,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,5411.38
2009,Sarthana,618,1,3,9,Apartment,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,1471.11
2009,Vesu,713,2,3,8,Apartment,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,3774.97
2009,Althan,1103,1,2,3,Villa,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,475.81
2009,Katargam,1377,1,2,7,Apartment,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,915.65
2009,Vesu,1951,2,1,8,Apartment,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,2698.07
2009,Katargam,2363,2,2,1,Apartment,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,196.23
2009,Katargam,2039,1,3,8,Apartment,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,1308.2
2009,Dindoli,2184,5,1,6,Apartment,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,1841.53
2009,Bhestan,1225,4,2,5,Villa,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,1396.5
2009,Sarthana,2890,2,1,2,Apartment,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,327.13
2009,Sarthana,1162,2,3,1,House,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,229.08
2009,Athwa,1219,4,1,7,Apartment,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,3136.55
2009,Udhna,615,2,2,8,Villa,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,1571.25
2009,Udhna,1220,4,2,4,House,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,1308.58
2009,Vesu,2417,5,3,8,Villa,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,7037.02
2009,Udhna,2507,3,3,9,Villa,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,2658.29
2009,Dindoli,1193,3,1,10,Apartment,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,1953.08
2009,Udhna,2501,5,2,7,Apartment,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,2746.42
2009,Piplod,2550,5,1,3,Apartment,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,1302.69
2009,Ghod Dod Road,1441,1,3,4,Apartment,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,995.97
2009,Udhna,1592,3,1,4,Apartment,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,915.5
2009,Althan,1285,4,1,1,Apartment,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,355.22
2009,Pal,885,4,2,7,Villa,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,4726.62
2009,Bhestan,1527,3,3,9,Villa,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,2263.37
2009,Piplod,502,3,3,2,House,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,710.62
2009,Udhna,891,4,3,3,Villa,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,1079.9
2009,Athwa,1200,4,3,9,Villa,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,4936.21
2009,Udhna,2730,1,2,7,Villa,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,924.31
2009,Piplod,1248,5,1,10,Apartment,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,4341.41
2009,Katargam,2427,3,2,7,Apartment,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,1831.2
2009,Vesu,724,2,1,1,House,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,337.5
2009,Vesu,1315,1,1,5,Apartment,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,1011.88
2009,Varachha,1091,3,1,5,Apartment,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,1381.46
2009,Ghod Dod Road,2920,4,2,3,Villa,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,1500.08
2009,Sachin,1409,1,2,2,Apartment,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,223.25
2009,Athwa,1977,2,2,7,Apartment,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,2091.67
2009,Udhna,1258,3,2,4,Apartment,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,1046.18
2009,City Light,1785,1,2,6,Apartment,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,1195.46
2009,Varachha,2345,5,2,4,Villa,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,1900.57
2009,Piplod,846,5,3,7,Apartment,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,3591.23
2009,Athwa,3000,2,2,9,Villa,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,2708.87
2009,Athwa,1603,4,2,1,Villa,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,499.0
2009,Adajan,2489,5,1,6,Villa,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,4469.64
2009,Vesu,2845,3,1,5,House,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,2369.1
2009,Sarthana,2687,1,3,8,Apartment,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,1308.45
2009,Piplod,2721,5,3,5,Villa,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,2574.32
2009,Sachin,1905,5,2,4,Villa,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,1341.12
2009,Bhestan,1604,1,1,3,Apartment,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,251.2
2009,Dindoli,2206,4,2,10,Villa,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,2795.68
2009,Dindoli,1822,5,1,5,Apartment,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,1534.56
2009,Katargam,2592,5,3,7,Villa,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,2983.04
2009,Vesu,1557,3,3,5,Apartment,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,3033.92
2009,Varachha,1153,1,1,1,Apartment,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,118.46
2009,Sachin,1521,3,2,10,Apartment,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,2232.14
2009,Sarthana,747,4,3,2,House,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,719.44
2009,Bhestan,890,4,3,7,Villa,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,2149.73
2009,Bhestan,1616,5,2,8,Apartment,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,2678.42
2009,Vesu,551,3,3,8,House,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,4855.65
2009,Varachha,973,4,1,8,House,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,2843.79
2009,Katargam,1578,5,3,8,Apartment,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,3399.89
2009,Dindoli,2213,3,3,10,Villa,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,2516.74
2009,Sarthana,538,1,2,6,Villa,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,785.99
2009,Pal,1242,5,1,6,House,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,4453.48
2009,Athwa,1378,3,3,10,House,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,4485.19
2009,Pal,2163,3,2,5,Apartment,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,2697.38
2009,Ghod Dod Road,2387,3,1,5,Apartment,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,1743.09
2009,Athwa,816,5,3,7,Villa,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,4534.05
2009,Athwa,956,4,1,4,Villa,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,1794.91
2009,Vesu,2949,3,2,10,House,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,5412.91
2009,Piplod,1877,5,2,3,Villa,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,1424.45
2009,Athwa,1704,1,2,1,Apartment,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,199.24
2009,Pal,1110,3,1,5,Apartment,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,2359.64
2009,Udhna,684,5,1,7,Villa,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,2519.07
2009,City Light,1575,1,1,2,Villa,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,301.1
2009,Udhna,2178,4,3,4,Villa,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,1442.32
2009,Varachha,513,2,2,7,House,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,1658.55
2009,Katargam,1307,5,2,8,House,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,3140.3
2009,Katargam,537,3,3,6,Apartment,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,1765.17
2009,Althan,881,1,2,8,House,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,1265.15
2009,Varachha,2144,1,3,3,Apartment,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,592.34
2009,Udhna,1379,1,2,6,House,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,786.43
2009,Varachha,1433,5,3,8,House,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,4107.77
2009,Katargam,2764,2,3,7,Villa,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,1610.82
2009,Katargam,1066,5,2,3,Apartment,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,1176.83
2009,Katargam,522,4,1,4,Villa,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,1177.67
2009,Katargam,1026,2,3,1,House,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,229.04
2009,Sarthana,1996,5,3,4,Villa,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,1703.46
2009,Athwa,909,1,1,7,House,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,1047.77
2009,Varachha,2973,4,1,7,House,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,2493.17
2009,Varachha,833,3,1,8,Apartment,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,2210.19
2009,Bhestan,1716,1,1,5,Apartment,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,418.68
2009,Sachin,2488,2,3,5,House,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,978.08
2009,Sarthana,2690,1,1,2,Apartment,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,196.37
2009,Bhestan,986,3,2,1,Villa,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,223.44
2009,Sarthana,2725,5,2,3,House,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,1178.63
2009,Adajan,2127,2,3,3,Villa,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,1424.51
2009,Varachha,1345,5,2,8,Villa,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,3795.58
2009,Sarthana,2971,5,2,8,Apartment,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,3138.94
2009,Adajan,1818,5,1,1,Apartment,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,741.61
2009,Sachin,695,5,1,2,Apartment,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,613.76
2009,Piplod,2935,4,2,8,House,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,3164.91
2009,Piplod,2469,1,1,7,Apartment,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,829.85
2009,Pal,2421,1,2,2,Villa,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,546.15
2009,Dindoli,2773,4,2,6,House,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,1676.06
2009,Varachha,2209,3,1,7,Villa,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,1944.25
2009,Ghod Dod Road,723,1,2,4,Villa,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,798.66
2009,Katargam,770,1,1,10,House,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,982.4
2009,Varachha,2264,5,3,7,Villa,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,3601.82
2009,Udhna,766,5,3,6,Villa,11.65,Area4,4233000,228,6.5,83.4,6.15,653.71,730,2551.66
2009,Adajan,907,3,1,2,Apartment,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,943.8
2009,Althan,804,1,2,2,Villa,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,316.79
2009,Pal,764,4,3,2,Villa,5.65,Area1,4233000,228,6.5,83.4,6.15,1347.91,1070,1484.9
2009,Varachha,2021,2,1,4,Apartment,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,789.75
2009,City Light,2972,5,2,6,House,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,3590.8
2009,Athwa,1358,2,3,9,Apartment,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,3136.84
2009,Ghod Dod Road,1654,3,3,1,House,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,448.63
2009,Sachin,2561,4,2,8,Villa,13.65,Area5,4233000,228,6.5,83.4,6.15,557.93,490,2237.32
2009,City Light,1327,3,3,3,Villa,7.65,Area2,4233000,228,6.5,83.4,6.15,995.52,780,1347.04
2009,Althan,2495,2,1,10,Apartment,9.65,Area3,4233000,228,6.5,83.4,6.15,789.19,880,1974.71
